Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples,log_difference
MRPL41,1,0,0,0,19,2,0,0,0,22,21,21,3.23823495113728
MT1HL1,1,1,0,0,18,2,0,0,0,22,21,21,3.23823495113728
MYL6,1,0,0,0,15,2,0,3,1,22,21,21,3.23823495113728
PAFAH1B3,0,0,2,0,16,3,0,1,0,22,21,21,3.23823495113728
PIN4,0,1,0,0,21,0,0,0,0,22,21,21,3.23823495113728
PPP1R1C,0,1,0,0,18,2,0,1,0,22,21,21,3.23823495113728
PSORS1C2,0,0,0,0,20,2,0,0,0,22,21,21,3.23823495113728
RHOF,0,0,0,0,20,0,0,2,0,22,21,21,3.23823495113728
RP11-101E3.5,5,1,0,0,13,2,0,1,0,22,21,21,3.23823495113728
RPP14,2,0,0,0,17,3,0,0,0,22,21,21,3.23823495113728
S100A3,1,0,0,0,16,4,0,1,0,22,21,21,3.23823495113728
TARM1,0,0,0,0,20,2,0,0,0,22,21,21,3.23823495113728
TCEAL8,0,0,0,0,18,3,1,0,0,22,21,21,3.23823495113728
TMEM261,4,0,0,0,18,0,0,0,0,22,21,21,3.23823495113728
TRAV16,1,0,1,0,19,0,0,0,1,22,21,21,3.23823495113728
TRAV26-2,0,0,0,0,20,1,0,1,0,22,21,21,3.23823495113728
TRBV30,0,0,0,0,21,0,0,1,0,22,21,21,3.23823495113728
UBE2T,5,0,0,0,12,3,0,2,0,22,21,21,3.23823495113728
ZAR1,0,0,0,0,19,0,1,1,1,22,21,21,3.23823495113728
C22orf24,0,0,1,0,18,0,0,0,0,19,17,17,3.23041549411924
C4orf46,0,0,0,0,18,1,0,0,0,19,17,17,3.23041549411924
DEFB131,1,0,0,0,16,1,0,1,0,19,17,17,3.23041549411924
GPHA2,0,0,1,0,16,1,0,1,0,19,17,17,3.23041549411924
NHLRC4,2,0,0,0,17,0,0,0,0,19,17,17,3.23041549411924
PXT1,2,0,0,0,14,2,0,1,0,19,17,17,3.23041549411924
TAX1BP3,0,0,0,0,18,0,0,1,0,19,17,17,3.23041549411924
ATP5L,3,0,0,0,18,1,0,1,1,24,24,24,3.2188758248682
BATF3,1,0,0,0,21,2,0,0,0,24,24,24,3.2188758248682
C11orf71,0,0,0,0,19,4,1,0,0,24,24,24,3.2188758248682
C1orf54,2,0,0,0,17,1,0,4,0,24,24,24,3.2188758248682
C1orf95,1,0,0,0,21,1,0,1,0,24,24,24,3.2188758248682
C4orf3,2,2,0,0,19,0,0,1,0,24,24,24,3.2188758248682
C9orf142,1,1,0,0,22,0,0,0,0,24,24,24,3.2188758248682
CNIH1,6,2,0,0,13,1,0,2,0,24,24,24,3.2188758248682
COPZ2,1,0,0,0,19,2,0,2,0,24,24,24,3.2188758248682
COTL1,1,0,0,0,17,1,2,3,0,24,24,24,3.2188758248682
DCTN3,0,1,0,0,22,1,0,0,0,24,24,24,3.2188758248682
DEFB127,0,2,0,0,21,1,0,0,0,24,24,24,3.2188758248682
DNAJC4,4,1,0,0,18,1,0,0,0,24,24,24,3.2188758248682
DUSP18,0,0,0,0,21,3,0,0,0,24,24,24,3.2188758248682
DYNLRB1,0,0,0,0,22,1,0,1,0,24,24,24,3.2188758248682
EID2,1,0,1,0,21,1,0,0,0,24,24,24,3.2188758248682
FAU,1,0,0,0,23,0,0,0,0,24,24,24,3.2188758248682
FIS1,0,0,0,0,24,0,0,0,0,24,24,24,3.2188758248682
GCGR,1,0,0,0,22,0,0,1,0,24,24,24,3.2188758248682
GHRH,1,1,0,0,17,2,0,3,0,24,24,24,3.2188758248682
GINS2,2,0,0,0,21,1,0,0,0,24,24,24,3.2188758248682
GLTPD1,0,0,0,0,20,0,2,2,0,24,24,24,3.2188758248682
HIST3H2A,1,0,1,0,22,0,0,0,0,24,24,24,3.2188758248682
HSD11B1L,4,0,0,0,17,2,0,1,0,24,24,24,3.2188758248682
IL13,0,0,0,0,22,2,0,0,0,24,24,24,3.2188758248682
IL4,2,1,0,0,19,0,0,2,0,24,24,24,3.2188758248682
KRTAP17-1,3,0,0,0,19,2,0,0,0,24,24,24,3.2188758248682
KRTAP4-4,0,0,0,0,22,2,0,0,0,24,24,24,3.2188758248682
KRTAP9-4,0,0,0,0,19,4,0,0,1,24,24,24,3.2188758248682
LGALS3,3,2,1,0,16,1,0,1,0,24,24,24,3.2188758248682
LSM3,0,0,0,0,15,8,0,1,0,24,24,24,3.2188758248682
MED10,4,0,0,0,18,1,0,0,1,24,24,24,3.2188758248682
MRPS24,1,0,0,0,21,2,0,0,0,24,24,24,3.2188758248682
NANP,0,0,0,0,19,3,0,2,0,24,24,24,3.2188758248682
NDUFAF3,0,0,0,0,22,1,0,1,0,24,24,24,3.2188758248682
NIP7,0,0,1,0,19,2,0,1,1,24,24,24,3.2188758248682
PDCD5,3,0,0,0,18,1,0,2,0,24,24,24,3.2188758248682
PDRG1,4,0,0,0,20,0,0,0,0,24,24,24,3.2188758248682
POP7,1,0,0,0,21,1,0,0,1,24,24,24,3.2188758248682
PRRG2,0,1,0,0,21,0,0,2,0,24,24,24,3.2188758248682
PSENEN,1,0,0,0,20,0,1,1,1,24,24,24,3.2188758248682
PTP4A2,2,1,0,1,16,3,0,1,0,24,24,24,3.2188758248682
RAB2B,0,0,1,1,21,1,0,0,0,24,24,24,3.2188758248682
REP15,1,0,0,0,18,5,0,0,0,24,24,24,3.2188758248682
RNF24,1,0,0,0,20,1,0,2,0,24,24,24,3.2188758248682
RPL14,0,1,1,0,20,1,0,1,0,24,24,24,3.2188758248682
SERF2,0,0,0,0,21,3,0,0,0,24,24,24,3.2188758248682
SLC35E2,1,0,0,0,18,3,1,1,0,24,24,24,3.2188758248682
SLPI,0,1,0,0,20,2,0,1,0,24,24,24,3.2188758248682
SOX21,0,0,2,0,19,2,0,0,1,24,24,24,3.2188758248682
SPRR2A,0,0,0,0,22,2,0,0,0,24,24,24,3.2188758248682
SSSCA1,0,0,0,0,23,1,0,0,0,24,24,24,3.2188758248682
TGFA,0,0,0,0,23,1,0,0,0,24,24,24,3.2188758248682
TMED4,0,0,0,0,21,2,0,1,0,24,24,24,3.2188758248682
TMEM128,0,2,0,0,20,1,0,0,1,24,24,24,3.2188758248682
TNFAIP8,0,0,0,0,22,2,0,0,0,24,24,24,3.2188758248682
TP53INP2,1,2,0,0,19,2,0,0,0,24,24,24,3.2188758248682
TRAPPC5,1,0,0,0,23,0,0,0,0,24,24,24,3.2188758248682
TRAV24,0,0,0,0,24,0,0,0,0,24,24,24,3.2188758248682
YWHAH,0,0,1,0,18,4,0,1,0,24,24,24,3.2188758248682
ANKRD20A2,3,0,0,0,17,1,0,0,0,21,20,20,3.19674855960959
ANKRD39,1,0,0,0,19,1,0,0,0,21,20,20,3.19674855960959
BOLA3,3,0,0,0,16,2,0,0,0,21,20,20,3.19674855960959
BST2,0,0,0,0,19,2,0,0,0,21,20,20,3.19674855960959
BTBD19,0,0,0,0,20,0,0,1,0,21,20,20,3.19674855960959
C11orf72,0,0,0,0,19,2,0,0,0,21,20,20,3.19674855960959
C17orf59,0,0,0,0,20,1,0,0,0,21,20,20,3.19674855960959
C1orf86,3,0,0,0,18,0,0,0,0,21,20,20,3.19674855960959
CENPA,0,0,0,0,16,5,0,0,0,21,20,20,3.19674855960959
COX19,3,0,0,0,18,0,0,0,0,21,20,20,3.19674855960959
CREBL2,0,0,0,0,17,4,0,0,0,21,20,20,3.19674855960959
CT62,2,0,0,0,19,0,0,0,0,21,20,20,3.19674855960959
EIF1B,0,1,0,0,19,1,0,0,0,21,20,20,3.19674855960959
H1FX,0,0,3,0,18,0,0,0,0,21,20,20,3.19674855960959
IFI27,0,0,1,0,14,3,0,3,0,21,20,20,3.19674855960959
IFT20,1,0,1,0,17,1,0,1,0,21,20,20,3.19674855960959
IGLV1-40,0,0,0,0,19,1,0,1,0,21,20,20,3.19674855960959
IL5,1,0,0,0,17,2,1,0,0,21,20,20,3.19674855960959
LGALS1,0,1,0,0,19,1,0,0,0,21,20,20,3.19674855960959
LIME1,0,0,0,0,21,0,0,0,0,21,20,20,3.19674855960959
MDP1,0,0,0,0,21,0,0,0,0,21,20,20,3.19674855960959
MMP28,0,1,0,0,19,1,0,0,0,21,20,20,3.19674855960959
MRPS18A,2,0,0,0,17,2,0,0,0,21,20,20,3.19674855960959
MS4A4E,0,0,0,0,19,2,0,0,0,21,20,20,3.19674855960959
MT1H,0,1,0,0,19,1,0,0,0,21,20,20,3.19674855960959
NDP,0,0,0,0,18,3,0,0,0,21,20,20,3.19674855960959
NDUFS5,2,0,0,0,15,2,1,1,0,21,20,20,3.19674855960959
NOTO,0,0,0,0,20,0,0,1,0,21,20,20,3.19674855960959
PDXP,0,1,0,0,18,2,0,0,0,21,20,20,3.19674855960959
RNF11,0,0,1,0,19,1,0,0,0,21,20,20,3.19674855960959
RP11-468E2.6,3,0,0,0,18,0,0,0,0,21,20,20,3.19674855960959
RPL21,0,0,0,0,19,2,0,0,0,21,20,20,3.19674855960959
RPS14,1,0,0,0,17,2,0,1,0,21,20,20,3.19674855960959
SMIM19,0,0,0,0,19,0,1,1,0,21,20,20,3.19674855960959
SMPX,1,0,0,0,18,2,0,0,0,21,20,20,3.19674855960959
SSX4,0,0,0,0,19,2,0,0,0,21,20,20,3.19674855960959
SVIP,1,1,0,0,17,1,0,1,0,21,20,20,3.19674855960959
TMEM213,2,0,0,0,17,1,0,0,1,21,20,20,3.19674855960959
TMEM216,1,2,0,0,17,0,0,1,0,21,20,20,3.19674855960959
TNFSF12,0,0,0,0,19,2,0,0,0,21,20,20,3.19674855960959
TRAV8-3,0,0,0,0,16,5,0,0,0,21,20,20,3.19674855960959
TRIM73,1,0,0,0,18,2,0,0,0,21,20,20,3.19674855960959
YPEL3,2,0,0,0,18,1,0,0,0,21,20,20,3.19674855960959
ZCCHC10,0,2,1,1,15,2,0,0,0,21,20,20,3.19674855960959
ARF3,1,2,0,0,13,1,0,1,0,18,16,16,3.18736501206324
FDX1,0,0,0,0,17,1,0,0,0,18,16,16,3.18736501206324
FSBP,1,0,0,0,16,1,0,0,0,18,16,16,3.18736501206324
LHFPL2,0,0,0,0,18,0,0,0,0,18,16,16,3.18736501206324
OR4F5,2,0,0,0,15,1,0,0,0,18,16,16,3.18736501206324
RP11-723O4.6,0,0,0,0,18,0,0,0,0,18,16,16,3.18736501206324
VAMP4,0,0,0,0,15,2,0,1,0,18,16,16,3.18736501206324
ALKBH7,2,0,0,0,20,1,0,0,0,23,23,23,3.17805383034795
ALOX5AP,1,0,0,0,18,1,1,1,1,23,23,23,3.17805383034795
APOLD1,1,0,1,0,21,0,0,0,0,23,23,23,3.17805383034795
AREGB,0,0,0,0,22,0,0,1,0,23,23,23,3.17805383034795
ARPC5,3,0,0,0,19,1,0,0,0,23,23,23,3.17805383034795
ATP6V0E2,0,1,0,0,19,2,1,0,0,23,23,23,3.17805383034795
BOD1,0,1,0,0,19,2,0,1,0,23,23,23,3.17805383034795
BOP1,2,3,0,0,18,0,0,0,0,23,23,23,3.17805383034795
C11orf45,1,0,0,0,20,1,0,1,0,23,23,23,3.17805383034795
C11orf52,0,0,0,0,18,5,0,0,0,23,23,23,3.17805383034795
C11orf68,2,0,0,0,19,2,0,0,0,23,23,23,3.17805383034795
C1QBP,0,0,0,0,22,1,0,0,0,23,23,23,3.17805383034795
C1QTNF8,1,0,0,0,19,2,0,1,0,23,23,23,3.17805383034795
C1orf227,0,1,0,0,21,1,0,0,0,23,23,23,3.17805383034795
C4orf36,0,0,0,0,19,3,0,1,0,23,23,23,3.17805383034795
C9orf170,0,0,0,0,21,2,0,0,0,23,23,23,3.17805383034795
C9orf89,2,0,0,0,21,0,0,0,0,23,23,23,3.17805383034795
CCL2,1,1,0,0,20,1,0,0,0,23,23,23,3.17805383034795
CHCHD5,0,0,0,0,20,3,0,0,0,23,23,23,3.17805383034795
CLLU1,1,0,0,0,22,0,0,0,0,23,23,23,3.17805383034795
CMTM3,1,1,0,0,17,2,0,2,0,23,23,23,3.17805383034795
COX16,1,1,0,0,17,2,0,2,0,23,23,23,3.17805383034795
COX5A,1,0,0,0,22,0,0,0,0,23,23,23,3.17805383034795
CTC-454I21.3,0,0,0,0,21,2,0,0,0,23,23,23,3.17805383034795
CXCL14,0,0,0,0,20,1,2,0,0,23,23,23,3.17805383034795
CYSTM1,1,0,0,0,18,2,0,2,0,23,23,23,3.17805383034795
DGCR6L,1,0,0,0,19,3,0,0,0,23,23,23,3.17805383034795
DHFR,2,0,0,0,18,3,0,0,0,23,23,23,3.17805383034795
EFNA4,0,1,0,0,21,0,0,1,0,23,23,23,3.17805383034795
FAM127A,0,0,0,0,21,2,0,0,0,23,23,23,3.17805383034795
FAM150A,0,0,0,0,21,0,0,2,0,23,23,23,3.17805383034795
FAM167B,1,0,0,0,22,0,0,0,0,23,23,23,3.17805383034795
FAM86C1,0,0,0,0,19,4,0,0,0,23,23,23,3.17805383034795
FGF11,0,0,0,0,23,0,0,0,0,23,23,23,3.17805383034795
FJX1,1,0,0,0,22,0,0,0,0,23,23,23,3.17805383034795
FUNDC1,0,0,1,0,18,4,0,0,0,23,23,23,3.17805383034795
GAL,1,0,0,0,18,3,0,1,0,23,23,23,3.17805383034795
GLTPD2,1,0,0,0,20,2,0,0,0,23,23,23,3.17805383034795
GNG2,2,0,0,0,19,1,0,1,0,23,23,23,3.17805383034795
GPR42,0,0,0,0,22,1,0,0,0,23,23,23,3.17805383034795
H2AFJ,0,2,0,0,20,0,1,0,0,23,23,23,3.17805383034795
HSPA1B,0,2,0,0,21,0,0,0,0,23,23,23,3.17805383034795
IFNK,0,0,0,0,17,6,0,0,0,23,23,23,3.17805383034795
KRTAP20-2,1,0,0,0,20,1,1,0,0,23,23,23,3.17805383034795
LCN12,0,0,1,0,18,2,0,1,1,23,23,23,3.17805383034795
LGALS16,1,0,0,0,21,1,0,0,0,23,23,23,3.17805383034795
LHB,0,0,0,0,20,2,0,1,0,23,23,23,3.17805383034795
LRRC29,0,0,0,0,23,0,0,0,0,23,23,23,3.17805383034795
LSMD1,1,0,0,0,20,1,0,0,1,23,23,23,3.17805383034795
LYPLA1,0,0,0,0,20,0,0,2,1,23,23,23,3.17805383034795
MAGOHB,1,0,1,0,18,2,0,1,0,23,23,23,3.17805383034795
MEA1,2,0,1,0,17,2,0,1,0,23,23,23,3.17805383034795
MIA,0,1,0,0,19,1,0,2,0,23,23,23,3.17805383034795
MLANA,0,1,0,0,21,1,0,0,0,23,23,23,3.17805383034795
MRPL20,1,0,0,0,21,0,1,0,0,23,23,23,3.17805383034795
MRPL54,3,0,0,0,20,0,0,0,0,23,23,23,3.17805383034795
MUCL1,0,0,0,0,18,3,0,1,1,23,23,23,3.17805383034795
NAT8L,0,0,0,0,22,1,0,0,0,23,23,23,3.17805383034795
NDUFC2,6,0,0,0,17,0,0,0,0,23,23,23,3.17805383034795
NPIPB7,1,0,0,0,19,3,0,0,0,23,23,23,3.17805383034795
NUDT16L1,1,0,3,0,18,0,0,1,0,23,23,23,3.17805383034795
OAZ2,1,0,0,0,19,2,0,1,0,23,23,23,3.17805383034795
PAGE2B,0,0,0,0,18,3,0,1,1,23,23,23,3.17805383034795
PATE2,0,0,0,0,20,1,0,2,0,23,23,23,3.17805383034795
PCP2,2,0,1,0,15,1,0,4,0,23,23,23,3.17805383034795
PLA2G1B,0,0,0,0,18,2,3,0,0,23,23,23,3.17805383034795
PRTN3,1,0,0,0,22,0,0,0,0,23,23,23,3.17805383034795
PTPMT1,1,0,0,0,20,2,0,0,0,23,23,23,3.17805383034795
RAB1A,1,0,1,0,17,4,0,0,0,23,23,23,3.17805383034795
RHEBL1,0,0,0,0,20,2,0,1,0,23,23,23,3.17805383034795
RILPL2,1,1,2,0,17,1,1,0,0,23,23,23,3.17805383034795
RP11-467N20.5,1,0,0,0,21,0,0,1,0,23,23,23,3.17805383034795
RPL27,0,1,0,0,22,0,0,0,0,23,23,23,3.17805383034795
RPL35,0,0,2,0,20,1,0,0,0,23,23,23,3.17805383034795
RPS12,0,0,0,0,22,0,0,1,0,23,23,23,3.17805383034795
SCRT2,0,0,0,0,21,2,0,0,0,23,23,23,3.17805383034795
SFT2D1,0,0,0,0,15,2,0,6,0,23,23,23,3.17805383034795
SPINK14,0,0,0,0,21,2,0,0,0,23,23,23,3.17805383034795
SPTSSB,1,0,0,0,17,5,0,0,0,23,23,23,3.17805383034795
STMN1,1,0,0,0,18,4,0,0,0,23,23,23,3.17805383034795
SUMO1,3,0,0,0,13,6,0,1,0,23,23,23,3.17805383034795
TMEM110-MUSTN1,2,0,0,0,20,1,0,0,0,23,23,23,3.17805383034795
TMEM86B,1,0,0,0,22,0,0,0,0,23,23,23,3.17805383034795
TRAPPC3,0,0,0,0,20,3,0,0,0,23,23,23,3.17805383034795
TRAV23DV6,1,0,0,0,21,0,0,0,1,23,23,23,3.17805383034795
TRAV40,3,0,0,0,19,0,0,1,0,23,23,23,3.17805383034795
TXNL4B,1,0,0,0,18,4,0,0,0,23,23,23,3.17805383034795
XAGE3,0,0,1,0,18,1,0,2,1,23,23,23,3.17805383034795
YPEL1,0,0,0,0,22,0,0,1,0,23,23,23,3.17805383034795
APOC4,1,0,0,0,17,0,0,2,0,20,19,19,3.15340239321473
ATP5G1,1,0,0,0,17,0,1,1,0,20,19,19,3.15340239321473
BLOC1S2,1,0,0,0,18,0,0,1,0,20,19,19,3.15340239321473
C10orf99,0,0,0,0,14,3,0,3,0,20,19,19,3.15340239321473
CCDC166,0,0,0,0,19,1,0,0,0,20,19,19,3.15340239321473
CTRB1,0,0,0,0,20,0,0,0,0,20,19,19,3.15340239321473
CXCL2,2,1,0,0,16,1,0,0,0,20,19,19,3.15340239321473
DDA1,0,1,0,0,11,5,0,3,0,20,19,19,3.15340239321473
FAM132A,2,0,0,0,16,2,0,0,0,20,19,19,3.15340239321473
FAM153C,1,0,0,0,15,1,0,3,0,20,19,19,3.15340239321473
GPR150,1,0,0,0,17,2,0,0,0,20,19,19,3.15340239321473
GUCA2A,0,0,0,0,17,3,0,0,0,20,19,19,3.15340239321473
HAGHL,1,0,0,0,15,2,0,2,0,20,19,19,3.15340239321473
LAGE3,1,0,0,0,19,0,0,0,0,20,19,19,3.15340239321473
LY6G6C,0,1,0,0,17,1,0,0,1,20,19,19,3.15340239321473
MED31,0,0,0,0,18,2,0,0,0,20,19,19,3.15340239321473
MRPS6,1,0,0,0,18,1,0,0,0,20,19,19,3.15340239321473
MZT2B,2,3,0,0,13,2,0,0,0,20,19,19,3.15340239321473
NCMAP,2,0,0,0,17,1,0,0,0,20,19,19,3.15340239321473
NDUFA5,2,1,0,0,13,3,0,1,0,20,19,19,3.15340239321473
PAIP2,0,0,1,0,14,2,0,2,1,20,19,19,3.15340239321473
PFN2,0,0,0,0,15,4,0,1,0,20,19,19,3.15340239321473
PHF5A,0,1,0,0,18,0,0,1,0,20,19,19,3.15340239321473
PRAP1,0,0,0,0,19,1,0,0,0,20,19,19,3.15340239321473
RPL18,0,0,0,0,18,2,0,0,0,20,19,19,3.15340239321473
RPS20,1,0,0,0,19,0,0,0,0,20,19,19,3.15340239321473
RPS25,1,0,0,0,18,1,0,0,0,20,19,19,3.15340239321473
SLC31A2,0,0,0,0,16,3,0,1,0,20,19,19,3.15340239321473
SRP9,1,0,0,0,15,3,0,0,1,20,19,19,3.15340239321473
STH,0,0,0,0,17,3,0,0,0,20,19,19,3.15340239321473
TMEM203,0,1,1,0,15,2,1,0,0,20,19,19,3.15340239321473
TRMT61A,1,0,0,0,19,0,0,0,0,20,19,19,3.15340239321473
VPREB3,0,1,0,0,18,1,0,0,0,20,19,19,3.15340239321473
WASH4P,1,0,0,0,17,1,0,1,0,20,19,19,3.15340239321473
ZBTB8OS,1,0,0,0,16,3,0,0,0,20,19,19,3.15340239321473
BSPH1,3,0,0,0,14,0,0,0,0,17,15,15,3.14226721853842
C18orf63,1,0,0,0,14,1,0,1,0,17,15,15,3.14226721853842
COX5B,0,0,0,1,16,0,0,0,0,17,15,15,3.14226721853842
CXCL11,0,0,0,0,16,1,0,0,0,17,15,15,3.14226721853842
DEFB123,3,0,0,0,12,2,0,0,0,17,15,15,3.14226721853842
DNPH1,1,0,0,0,15,0,0,1,0,17,15,15,3.14226721853842
IGKV1-33,1,0,0,0,13,0,0,3,0,17,15,15,3.14226721853842
ORMDL1,0,0,0,0,15,1,0,0,1,17,15,15,3.14226721853842
TBC1D3C,0,0,0,0,12,5,0,0,0,17,15,15,3.14226721853842
AC069368.3,1,0,0,0,19,2,0,0,0,22,22,22,3.13549421592915
ADAT3,0,0,0,0,20,2,0,0,0,22,22,22,3.13549421592915
AK1,1,1,0,0,18,1,0,1,0,22,22,22,3.13549421592915
C1orf21,1,0,0,0,19,1,1,0,0,22,22,22,3.13549421592915
C1orf64,0,0,0,0,21,0,0,1,0,22,22,22,3.13549421592915
C3orf65,0,0,0,0,20,2,0,0,0,22,22,22,3.13549421592915
C6orf120,0,0,0,0,22,0,0,0,0,22,22,22,3.13549421592915
C9orf163,0,0,0,0,21,1,0,0,0,22,22,22,3.13549421592915
CCL27,0,0,0,0,18,1,1,2,0,22,22,22,3.13549421592915
CRABP1,0,0,0,0,19,0,1,2,0,22,22,22,3.13549421592915
DUSP15,0,0,0,0,18,1,1,2,0,22,22,22,3.13549421592915
EXOSC3,0,0,1,0,19,1,0,1,0,22,22,22,3.13549421592915
FAM86B1,0,0,0,0,21,1,0,0,0,22,22,22,3.13549421592915
GHRL,0,0,0,0,20,1,0,1,0,22,22,22,3.13549421592915
HIGD1A,0,0,0,0,21,1,0,0,0,22,22,22,3.13549421592915
HIST1H3A,1,0,0,0,19,1,0,0,1,22,22,22,3.13549421592915
HSPB9,0,0,1,0,20,1,0,0,0,22,22,22,3.13549421592915
IER2,0,1,1,0,19,1,0,0,0,22,22,22,3.13549421592915
KRTAP12-3,1,0,0,0,20,1,0,0,0,22,22,22,3.13549421592915
KRTAP8-1,1,0,0,0,20,0,1,0,0,22,22,22,3.13549421592915
LCN15,1,0,0,0,21,0,0,0,0,22,22,22,3.13549421592915
LYPD2,1,1,0,0,19,1,0,0,0,22,22,22,3.13549421592915
LYSMD2,2,0,0,0,16,4,0,0,0,22,22,22,3.13549421592915
MDFI,2,0,0,0,19,1,0,0,0,22,22,22,3.13549421592915
MGST2,8,0,0,0,12,2,0,0,0,22,22,22,3.13549421592915
MPDU1,1,0,0,0,18,2,1,0,0,22,22,22,3.13549421592915
MPV17L,0,0,0,0,19,2,0,1,0,22,22,22,3.13549421592915
MTFP1,0,1,0,0,19,2,0,0,0,22,22,22,3.13549421592915
NDUFB7,0,0,0,0,20,1,0,1,0,22,22,22,3.13549421592915
NHLH2,1,0,0,0,19,2,0,0,0,22,22,22,3.13549421592915
NRL,1,1,0,0,17,3,0,0,0,22,22,22,3.13549421592915
NXT1,0,1,0,0,19,1,0,1,0,22,22,22,3.13549421592915
PFN1,0,2,1,0,18,0,0,1,0,22,22,22,3.13549421592915
PFN4,0,0,1,0,18,2,0,1,0,22,22,22,3.13549421592915
PGA3,0,0,0,0,20,0,0,2,0,22,22,22,3.13549421592915
PHLDA3,2,0,1,0,14,3,0,1,1,22,22,22,3.13549421592915
PHOX2A,0,0,0,0,22,0,0,0,0,22,22,22,3.13549421592915
PLA2G2C,0,0,0,0,20,1,0,1,0,22,22,22,3.13549421592915
PPP1R14A,1,0,0,0,18,2,0,1,0,22,22,22,3.13549421592915
PPP4R1L,0,0,0,0,19,2,0,1,0,22,22,22,3.13549421592915
PPP5D1,1,0,0,0,19,2,0,0,0,22,22,22,3.13549421592915
PVALB,0,1,0,0,21,0,0,0,0,22,22,22,3.13549421592915
R3HCC1,0,0,0,0,21,1,0,0,0,22,22,22,3.13549421592915
RCCD1,1,1,0,0,19,1,0,0,0,22,22,22,3.13549421592915
RFNG,0,0,0,0,21,1,0,0,0,22,22,22,3.13549421592915
RP1-241P17.4,0,1,0,0,18,3,0,0,0,22,22,22,3.13549421592915
RPS19,1,0,0,0,19,2,0,0,0,22,22,22,3.13549421592915
S100A4,1,0,0,0,19,1,0,1,0,22,22,22,3.13549421592915
SMIM8,0,0,0,0,20,1,0,1,0,22,22,22,3.13549421592915
SNCG,2,0,0,0,19,0,0,1,0,22,22,22,3.13549421592915
SNX22,0,1,0,0,21,0,0,0,0,22,22,22,3.13549421592915
SPRR1A,0,0,0,0,19,2,0,0,1,22,22,22,3.13549421592915
SPRR4,3,0,0,0,16,3,0,0,0,22,22,22,3.13549421592915
TAF10,1,0,1,0,20,0,0,0,0,22,22,22,3.13549421592915
TIAF1,1,0,0,0,20,1,0,0,0,22,22,22,3.13549421592915
TMEM30B,1,0,0,0,21,0,0,0,0,22,22,22,3.13549421592915
TOMM40,1,0,0,0,20,0,1,0,0,22,22,22,3.13549421592915
TRAV25,0,0,0,0,21,1,0,0,0,22,22,22,3.13549421592915
UBE2D1,2,0,0,0,17,1,0,2,0,22,22,22,3.13549421592915
VAMP5,2,0,0,0,19,1,0,0,0,22,22,22,3.13549421592915
VMA21,0,0,0,0,20,1,0,1,0,22,22,22,3.13549421592915
ZNF385C,0,0,0,0,22,0,0,0,0,22,22,22,3.13549421592915
ZNHIT3,1,0,0,0,20,0,1,0,0,22,22,22,3.13549421592915
C10orf111,0,1,0,0,18,0,0,0,0,19,18,18,3.10801892245346
C14orf119,0,0,0,0,16,2,1,0,0,19,18,18,3.10801892245346
C19orf53,1,1,1,0,15,0,0,1,0,19,18,18,3.10801892245346
C4orf6,0,1,0,0,16,0,1,0,1,19,18,18,3.10801892245346
CD59,0,0,0,0,18,0,0,0,1,19,18,18,3.10801892245346
CREG1,0,0,0,0,15,3,1,0,0,19,18,18,3.10801892245346
CYB561D1,0,0,1,0,18,0,0,0,0,19,18,18,3.10801892245346
DEFB121,0,0,0,0,17,1,0,0,1,19,18,18,3.10801892245346
GABARAPL3,0,0,0,0,19,0,0,0,0,19,18,18,3.10801892245346
GSC,0,0,0,0,17,2,0,0,0,19,18,18,3.10801892245346
IFI6,1,0,0,0,15,1,0,2,0,19,18,18,3.10801892245346
IGFL4,1,0,0,0,16,2,0,0,0,19,18,18,3.10801892245346
KNCN,2,0,0,0,16,0,0,1,0,19,18,18,3.10801892245346
LYL1,0,0,0,0,18,0,0,1,0,19,18,18,3.10801892245346
MPLKIP,2,0,0,0,15,2,0,0,0,19,18,18,3.10801892245346
MRPL27,0,0,0,0,17,1,0,1,0,19,18,18,3.10801892245346
MRPL36,1,0,0,0,17,0,0,1,0,19,18,18,3.10801892245346
PIGP,2,0,0,0,14,2,0,1,0,19,18,18,3.10801892245346
PPAPDC2,0,0,0,0,19,0,0,0,0,19,18,18,3.10801892245346
PPCDC,1,0,0,0,18,0,0,0,0,19,18,18,3.10801892245346
PRR3,3,0,0,0,13,2,0,1,0,19,18,18,3.10801892245346
RBM4,0,0,0,0,17,2,0,0,0,19,18,18,3.10801892245346
RP11-618P17.4,2,0,0,0,16,0,0,1,0,19,18,18,3.10801892245346
RPS27A,0,0,3,0,16,0,0,0,0,19,18,18,3.10801892245346
ST20,0,0,0,0,19,0,0,0,0,19,18,18,3.10801892245346
TAF13,1,0,0,0,11,7,0,0,0,19,18,18,3.10801892245346
TBC1D3G,0,0,0,0,17,1,0,1,0,19,18,18,3.10801892245346
TIGD1,0,0,0,0,19,0,0,0,0,19,18,18,3.10801892245346
TRIM6-TRIM34,0,0,0,0,19,0,0,0,0,19,18,18,3.10801892245346
URAD,0,0,0,0,15,4,0,0,0,19,18,18,3.10801892245346
YPEL4,0,1,0,0,16,0,1,1,0,19,18,18,3.10801892245346
