"Hugo_Symbol","project_id","altered","total","Missense_Mutation","Frame_Shift_Del","Nonsense_Mutation","Splice_Site","In_Frame_Del","Frame_Shift_Ins","Translation_Start_Site","Nonstop_Mutation","In_Frame_Ins","log_difference"
"ARRB2","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"ARSI","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"ART4","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"ARX","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"ASAH2B","TCGA-BRCA",1,1,0,0,0,1,0,0,0,0,0,0.693147180559945
"ASB14","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"ASB18","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"ASB2","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"ASB6","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"ASB8","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"ASF1B","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"ASIC2","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"ASPN","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"ATAD3C","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"ATAT1","TCGA-BRCA",1,1,0,0,0,1,0,0,0,0,0,0.693147180559945
"ATE1","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"ATG12","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"ATG4B","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"ATP1B3","TCGA-BRCA",1,1,0,0,1,0,0,0,0,0,0,0.693147180559945
"ATP5G1","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"ATP5S","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"ATP6AP1L","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"ATP6V0C","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"ATP6V0E2","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"ATP6V1E1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"ATP6V1G1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"ATP6V1G3","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"AZU1","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"B3GALT1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"B3GAT1","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"B3GAT2","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"B3GAT3","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"B3GNT1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"B3GNT8","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"B3GNT9","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"B4GALT6","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"B9D2","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BABAM1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BACE2","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BAD","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BAG3","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BAGE2","TCGA-BRCA",1,1,0,0,0,1,0,0,0,0,0,0.693147180559945
"BAMBI","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BANF2","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BANP","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BASP1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BATF","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BATF2","TCGA-BRCA",1,1,0,0,1,0,0,0,0,0,0,0.693147180559945
"BBS1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BBS12","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BBS4","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BCKDHB","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BCL2L2","TCGA-BRCA",1,1,0,0,0,1,0,0,0,0,0,0.693147180559945
"BCL7B","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BDH2","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"BEST4","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BET1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BET1L","TCGA-BRCA",1,1,0,0,1,0,0,0,0,0,0,0.693147180559945
"BFSP2","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BICD2","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"BIK","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"BIRC5","TCGA-BRCA",1,1,0,0,1,0,0,0,0,0,0,0.693147180559945
"BLCAP","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BLOC1S2","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BLVRB","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BLZF1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BMF","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BMP10","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BMP8B","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BNIP1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BNIP3","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BOK","TCGA-BRCA",1,1,0,0,1,0,0,0,0,0,0,0.693147180559945
"BOP1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BPIFA1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BPIFA2","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BPIFB2","TCGA-BRCA",1,1,0,0,0,1,0,0,0,0,0,0.693147180559945
"BPNT1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BRAT1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BRI3","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BRK1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BSG","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BST2","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BTBD2","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BTBD6","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BTBD8","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BTC","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BTG4","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BTNL2","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BUD13","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"BUD31","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C10orf111","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C10orf32","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C10orf54","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C10orf62","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C10orf82","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C10orf95","TCGA-BRCA",1,1,0,0,0,0,0,0,0,1,0,0.693147180559945
"C11orf1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C11orf21","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C11orf35","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C11orf45","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C11orf48","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C11orf52","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C11orf54","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C11orf57","TCGA-BRCA",1,1,0,0,1,0,0,0,0,0,0,0.693147180559945
"C11orf65","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C11orf70","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C11orf71","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C11orf80","TCGA-BRCA",1,1,0,0,1,0,0,0,0,0,0,0.693147180559945
"C12orf44","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C12orf57","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C12orf60","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C12orf75","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C12orf77","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C14orf1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C14orf119","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C14orf166","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"C14orf178","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C14orf183","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C15orf26","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C15orf48","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C15orf53","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"C15orf56","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C15orf60","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C15orf61","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C15orf62","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C15orf65","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C16orf13","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C16orf3","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C16orf46","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C16orf59","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C16orf71","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C16orf80","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C16orf86","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C16orf90","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C16orf92","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C17orf49","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C17orf59","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C17orf62","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C17orf96","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C18orf21","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C18orf42","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C18orf54","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C19orf43","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C19orf47","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C19orf48","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C19orf53","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C19orf59","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C19orf71","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C19orf77","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C19orf80","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C1QA","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C1QB","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C1QC","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"C1QTNF4","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C1QTNF6","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C1orf110","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C1orf111","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C1orf123","TCGA-BRCA",1,1,0,0,0,0,1,0,0,0,0,0.693147180559945
"C1orf158","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C1orf172","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C1orf185","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C1orf186","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C1orf189","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C1orf192","TCGA-BRCA",1,1,0,0,0,0,0,0,0,0,1,0.693147180559945
"C1orf200","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C1orf21","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C1orf210","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C1orf213","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C1orf222","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C1orf227","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C1orf56","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"C1orf61","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C1orf68","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"C1orf95","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"C2","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C20orf141","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C20orf202","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C20orf24","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C20orf27","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"C20orf78","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C21orf2","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C21orf59","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C21orf62","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C22orf34","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C2orf44","TCGA-BRCA",1,1,0,0,1,0,0,0,0,0,0,0.693147180559945
"C2orf54","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C2orf68","TCGA-BRCA",1,1,0,0,1,0,0,0,0,0,0,0.693147180559945
"C2orf70","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C2orf76","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C3orf14","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C3orf27","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C3orf55","TCGA-BRCA",1,1,0,0,0,1,0,0,0,0,0,0.693147180559945
"C3orf62","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C3orf72","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C4orf19","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C4orf22","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C4orf32","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C4orf45","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C4orf48","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C5orf20","TCGA-BRCA",1,1,0,0,1,0,0,0,0,0,0,0.693147180559945
"C5orf22","TCGA-BRCA",1,1,0,0,0,1,0,0,0,0,0,0.693147180559945
"C5orf27","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C5orf52","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C5orf56","TCGA-BRCA",1,1,0,0,1,0,0,0,0,0,0,0.693147180559945
"C5orf64","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C5orf66","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C6orf1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C6orf120","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C6orf123","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C6orf136","TCGA-BRCA",1,1,0,0,1,0,0,0,0,0,0,0.693147180559945
"C6orf201","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"C6orf47","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C7orf49","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C7orf55-LUC7L2","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C7orf65","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C7orf71","TCGA-BRCA",1,1,0,0,0,0,0,1,0,0,0,0.693147180559945
"C7orf76","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"C8G","TCGA-BRCA",1,1,0,0,0,1,0,0,0,0,0,0.693147180559945
"C8orf12","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C8orf46","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C8orf58","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C8orf76","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"C8orf86","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C9orf116","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C9orf129","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C9orf153","TCGA-BRCA",1,1,0,0,0,1,0,0,0,0,0,0.693147180559945
"C9orf163","TCGA-BRCA",1,1,0,0,1,0,0,0,0,0,0,0.693147180559945
"C9orf170","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C9orf171","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C9orf172","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C9orf173","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C9orf24","TCGA-BRCA",1,1,0,0,1,0,0,0,0,0,0,0.693147180559945
"C9orf57","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C9orf62","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"C9orf66","TCGA-BRCA",1,1,0,0,0,0,0,1,0,0,0,0.693147180559945
"C9orf89","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CA12","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CA13","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CA8","TCGA-BRCA",1,1,0,0,0,1,0,0,0,0,0,0.693147180559945
"CAAP1","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"CAB39","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CABP1","TCGA-BRCA",1,1,0,0,0,1,0,0,0,0,0,0.693147180559945
"CABP2","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CALB1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CALCA","TCGA-BRCA",1,1,0,0,0,1,0,0,0,0,0,0.693147180559945
"CALML3","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CALML6","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CALR","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CAMK1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CAMK1D","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"CAMK2N2","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"CARD18","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CARHSP1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CARTPT","TCGA-BRCA",1,1,0,0,0,0,1,0,0,0,0,0.693147180559945
"CASC10","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CASP4","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CAV3","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"CBFA2T3","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CBLL1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CBWD1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CBWD6","TCGA-BRCA",1,1,0,0,0,1,0,0,0,0,0,0.693147180559945
"CCBE1","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"CCBL1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCDC102A","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCDC103","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCDC109B","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCDC113","TCGA-BRCA",1,1,0,0,1,0,0,0,0,0,0,0.693147180559945
"CCDC124","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCDC130","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCDC144NL","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCDC160","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCDC176","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCDC28B","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCDC36","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCDC37","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"CCDC42B","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"CCDC6","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCDC64B","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCDC70","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCDC71","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCDC77","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCK","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCKBR","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCL1","TCGA-BRCA",1,1,0,0,1,0,0,0,0,0,0,0.693147180559945
"CCL15","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCL17","TCGA-BRCA",1,1,0,1,0,0,0,0,0,0,0,0.693147180559945
"CCL19","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCL2","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCL21","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCL24","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCL25","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCL27","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCL28","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCL4L2","TCGA-BRCA",1,1,0,0,1,0,0,0,0,0,0,0.693147180559945
"CCND1","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
"CCNJ","TCGA-BRCA",1,1,1,0,0,0,0,0,0,0,0,0.693147180559945
